id,title,print_issn,e_issn,normalized_print,normalized_e,source_id,scopus_title,scopus_publisher,scopus_issn,scopus_eissn
66e0cbb5-c6bb-4bb0-9bf2-d42133c80f7d,DUKE MATHEMATICAL JOURNAL,0012-7094,1547-7398,00127094,15477398,25936,Duke Mathematical Journal,Duke University Press,00127094,15477398
02e32472-5f22-4c79-9f75-895300496402,INORGANIC CHEMISTRY FRONTIERS,2052-1553,2052-1553,20521553,20521553,21100403917,Inorganic Chemistry Frontiers,Royal Society of Chemistry,20521545,20521553
1420d3b2-c5ed-459b-84a6-a9aba87c2057,MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,0921-5093,1873-4936,09215093,18734936,17811,Materials Science and Engineering: A,Elsevier Ltd,09215093,
5ef24da4-2d7f-4e10-9d69-3a88daa71331,MOLECULAR CELL,1097-2765,1097-4164,10972765,10974164,18606,Molecular Cell,Cell Press,10972765,10974164
95b23c71-1933-4d5e-96ff-e331368e9c14,QUATERNARY SCIENCE REVIEWS,0277-3791,1873-457X,02773791,1873457X,26239,Quaternary Science Reviews,Elsevier Ltd,02773791,
cff84f33-d911-4867-9d93-78514c188250,THEORY AND SOCIETY,0304-2421,1573-7853,03042421,15737853,18697,Theory and Society,Springer Netherlands,03042421,15737853
399bfa17-d3fc-40f1-a45f-5c84a7bf533b,INTERNATIONAL JOURNAL OF PRESSURE VESSELS AND PIPING,0308-0161,1879-3541,03080161,18793541,20453,International Journal of Pressure Vessels and Piping,Elsevier B.V.,03080161,
91b1a6d4-f8fa-4d0c-b3d6-bd64f476e141,INTERNATIONAL JOURNAL OF METHODS IN PSYCHIATRIC RESEARCH,1049-8931,1557-0657,10498931,15570657,16153,International Journal of Methods in Psychiatric Research,John Wiley and Sons Ltd,10498931,15570657
0efdc752-40f7-47a4-a407-1d99b7053f9e,MOLECULAR CARCINOGENESIS,0899-1987,1098-2744,08991987,10982744,12437,Molecular Carcinogenesis,Wiley-Liss Inc.,08991987,10982744
5717a572-ef8c-4040-93a5-a733b56269e1,REMOTE SENSING IN ECOLOGY AND CONSERVATION,NA,2056-3485,no data,20563485,21100820782,Remote Sensing in Ecology and Conservation,Wiley-Blackwell Publishing Ltd,,20563485
6df6e667-3ea1-4fc8-9473-6373ffd369b9,REGULATION & GOVERNANCE,1748-5983,1748-5991,17485983,17485991,14000156253,Regulation and Governance,Wiley-Blackwell Publishing Ltd,17485983,17485991
a1405128-7ed6-48e8-8838-148df93217db,TOPICS IN EARLY CHILDHOOD SPECIAL EDUCATION,0271-1214,1538-4845,02711214,15384845,23288,Topics in Early Childhood Special Education,SAGE Publications Inc.,02711214,15384845
9d15da59-f204-4039-95b9-3707573c792d,AUSTRALIAN AND NEW ZEALAND JOURNAL OF FAMILY THERAPY,0814-723X,1467-8438,0814723X,14678438,145109,Australian and New Zealand Journal of Family Therapy,John Wiley and Sons Inc,0814723X,14678438
5674180c-8285-4887-98f8-f772cb5e6257,INTERNATIONAL JOURNAL OF CHEMICAL ENGINEERING,1687-806X,1687-8078,1687806X,16878078,17600155054,International Journal of Chemical Engineering,John Wiley and Sons Ltd,1687806X,16878078
870ef3f6-7cce-45d8-982d-0f1c95853790,INFANT MENTAL HEALTH JOURNAL,0163-9641,1097-0355,01639641,10970355,15031,Infant Mental Health Journal,John Wiley & Sons Inc.,01639641,10970355
a75a17e9-26d0-48a4-8448-3f88fbdf69c9,JOURNAL OF SOLAR ENERGY ENGINEERING-TRANSACTIONS OF THE ASME,0199-6231,1528-8986,01996231,15288986,13321,Journal of Solar Energy Engineering,American Society of Mechanical Engineers (ASME),01996231,15288986
b10bede6-0b6f-49fc-b681-a4371c544275,JOURNAL OF HYDRAULIC ENGINEERING,0733-9429,1943-7900,07339429,19437900,16283,Journal of Hydraulic Engineering,American Society of Civil Engineers (ASCE),07339429,19437900
aef07d63-635d-4a86-9fa0-cf2515f5ed22,RESPIRATORY PHYSIOLOGY & NEUROBIOLOGY,1569-9048,1878-1519,15699048,18781519,24030,Respiratory Physiology and Neurobiology,Elsevier B.V.,15699048,18781519
116f5840-4328-45f9-95c9-ef5816de3fcf,SINGAPORE ECONOMIC REVIEW,0217-5908,1793-6837,02175908,17936837,24982,Singapore Economic Review,World Scientific Publishing Co. Pte Ltd,02175908,17936837
81664c52-6da6-444b-a2eb-cc10c99c3429,CELLULAR REPROGRAMMING,2152-4971,2152-4998,21524971,21524998,19700173161,Cellular Reprogramming,SAGE Publications Ltd,21524971,21524998
aac83881-8009-45a2-82e1-d9671fc1d355,ASIAN JOURNAL OF SOCIAL PSYCHOLOGY,1367-2223,1467-839X,13672223,1467839X,12055,Asian Journal of Social Psychology,Wiley-Blackwell Publishing Ltd,13672223,1467839X
d12e4c22-4de1-4edb-9610-6b523366748b,GEOCHEMICAL PERSPECTIVES,2223-7755,2224-2759,22237755,22242759,21100297619,Geochemical Perspectives,European Association of Geochemistry,22237755,22242759
bb5886c9-47e3-4c4b-a7e5-3e957edaf60f,AMERICAN JOURNAL OF HUMAN BIOLOGY,1042-0533,1520-6300,10420533,15206300,12602,American Journal of Human Biology,John Wiley and Sons Inc,10420533,15206300
c4bca996-eb26-434b-b9c3-cf547cef1950,AGE AND AGEING,0002-0729,1468-2834,00020729,14682834,28093,Age and Ageing,Oxford University Press,00020729,14682834
0298135d-f5b7-4b79-90ea-3f62de985e27,ADVANCED INTELLIGENT SYSTEMS,NA,2640-4567,no data,26404567,21101167511,Advanced Intelligent Systems,John Wiley and Sons Inc,,26404567
aff31c31-7f40-46b2-aad8-955433e42ddd,ADVANCED MATERIALS TECHNOLOGIES,2365-709X,2365-709X,2365709X,2365709X,21100843238,Advanced Materials Technologies,Wiley-Blackwell,,2365709X
20db35b2-f15c-4648-8913-a69f8110f794,APPLIED RESEARCH IN QUALITY OF LIFE,1871-2584,1871-2576,18712584,18712576,4700152623,Applied Research in Quality of Life,Springer Netherlands,18712584,18712576
eb7c8aa4-6086-45c9-9e21-164cca5e6a45,BIG DATA & SOCIETY,2053-9517,2053-9517,20539517,20539517,21100933954,Big Data and Society,SAGE Publications Ltd,,20539517
1dcc7f97-b11b-4a28-b9c0-beac8ddb4b05,ASTROPHYSICAL JOURNAL LETTERS,2041-8205,2041-8213,20418205,20418213,19900192103,Astrophysical Journal Letters,American Astronomical Society,20418205,20418213
92da2d5c-c0ba-49f9-b7b3-4fe2b97b5af0,EMOTION REVIEW,1754-0739,1754-0747,17540739,17540747,17500155105,Emotion Review,SAGE Publications Ltd,17540739,17540747
7fe0d6cc-228b-450b-b850-0e6318ed0e8b,DEVELOPMENT,0950-1991,1477-9129,09501991,14779129,14531,Development (Cambridge),Company of Biologists Ltd,09501991,14779129
fd80f66e-11bb-42b3-bf15-66ed9136bc9d,INTERNATIONAL JOURNAL OF ELECTRICAL POWER & ENERGY SYSTEMS,0142-0615,1879-3517,01420615,18793517,17985,International Journal of Electrical Power and Energy Systems,Elsevier Ltd,01420615,
20168680-39b7-4d0e-a752-c6d7d01d0048,JOURNAL OF EDUCATION FOR TEACHING,0260-7476,1360-0540,02607476,13600540,200147109,Journal of Education for Teaching,Routledge,02607476,13600540
a0734afe-3ad2-4e89-8fc2-bad8fce153f8,WILEY INTERDISCIPLINARY REVIEWS-COGNITIVE SCIENCE,1939-5078,1939-5086,19395078,19395086,19900191715,Wiley Interdisciplinary Reviews: Cognitive Science,John Wiley and Sons Inc,19395078,19395086
d4e0a53f-6bde-4a52-ba84-6f0c85d2e372,THROMBOSIS AND HAEMOSTASIS,0340-6245,2567-689X,03406245,2567689X,20640,Thrombosis and Haemostasis,Georg Thieme Verlag,03406245,2567689X
a6d20feb-0dba-4d9a-b4d9-9b08db1889fb,JOURNAL OF APPLIED POLYMER SCIENCE,0021-8995,1097-4628,00218995,10974628,13554,Journal of Applied Polymer Science,John Wiley & Sons Inc.,00218995,10974628
1862fe87-43fc-42dd-895e-789a8bdff0d7,JOURNAL OF DIABETES,1753-0393,1753-0407,17530393,17530407,19700175162,Journal of Diabetes,Wiley-Blackwell,17530393,17530407
8da8b51c-1593-47b9-a577-747e772f4dff,JOURNAL OF COMPUTATIONAL CHEMISTRY,0192-8651,1096-987X,01928651,1096987X,24176,Journal of Computational Chemistry,John Wiley and Sons Inc,01928651,1096987X
2649bdd8-4750-4d94-abf1-ce9fc408466c,NURSING & HEALTH SCIENCES,1441-0745,1442-2018,14410745,14422018,28826,Nursing and Health Sciences,John Wiley and Sons Inc,14410745,14422018
7c9bc6ba-2d4c-4a41-9793-b1c9f5aec513,OXFORD BULLETIN OF ECONOMICS AND STATISTICS,0305-9049,1468-0084,03059049,14680084,22902,Oxford Bulletin of Economics and Statistics,Wiley-Blackwell Publishing Ltd,03059049,14680084
97b51270-39c5-4c2c-ac8b-60fa6cf12aeb,PLANT PATHOLOGY,0032-0862,1365-3059,00320862,13653059,16614,Plant Pathology,Wiley-Blackwell Publishing Ltd,00320862,13653059
0c06fa68-c7e1-4b9d-8044-a367ab7defc5,SOCIAL POLICY & ADMINISTRATION,0144-5596,1467-9515,01445596,14679515,14573,Social Policy and Administration,Wiley-Blackwell Publishing Ltd,01445596,14679515
987f9cd2-d98f-43df-ba14-971c8fd6a95f,SOCIOLOGIA RURALIS,0038-0199,1467-9523,00380199,14679523,18062,Sociologia Ruralis,Wiley-Blackwell Publishing Ltd,00380199,14679523
f858d38a-060a-4316-87c7-7fd0f291d141,SOCIOLOGY COMPASS,1751-9020,1751-9020,17519020,17519020,14000155895,Sociology Compass,John Wiley and Sons Inc,,17519020
b8664490-770f-4780-b851-43684064d3cc,AQUATIC ECOSYSTEM HEALTH & MANAGEMENT,1463-4988,1539-4077,14634988,15394077,16730,Aquatic Ecosystem Health and Management,Michigan State University Press,14634988,15394077
e1189c34-d894-4342-90c0-ce717d1a793b,BIOLOGICAL CYBERNETICS,0340-1200,1432-0770,03401200,14320770,17953,Biological Cybernetics,Springer Science and Business Media Deutschland GmbH,03401200,14320770
7aaf09c2-bb0a-46ab-be7c-13248b7eba8e,INTERNATIONAL JOURNAL OF IMAGING SYSTEMS AND TECHNOLOGY,0899-9457,1098-1098,08999457,10981098,35932,International Journal of Imaging Systems and Technology,John Wiley and Sons Inc,08999457,10981098
81e56f24-5f81-4030-bf60-c226f01a5455,BLOOD COAGULATION & FIBRINOLYSIS,0957-5235,1473-5733,09575235,14735733,25469,Blood Coagulation and Fibrinolysis,Lippincott Williams and Wilkins,09575235,14735733
e871b827-c183-4ff3-bb97-1e8dede5d25b,INTERNATIONAL JOURNAL OF MARITIME ENGINEERING,1479-8751,1740-0716,14798751,17400716,5000154003,Transactions of the Royal Institution of Naval Architects Part A: International Journal of Maritime Engineering,University of Buckingham Press,14798751,17400716
56e0f6d2-18c0-4a39-ba16-db5331e969b3,ANNUAL REVIEW OF BIOCHEMISTRY,0066-4154,1545-4509,00664154,15454509,16801,Annual Review of Biochemistry,Annual Reviews Inc.,00664154,15454509
1f8ea469-ef00-4c54-89bb-7c7a03341abb,AMERICAN REVIEW OF PUBLIC ADMINISTRATION,0275-0740,1552-3357,02750740,15523357,16051,American Review of Public Administration,SAGE Publications Inc.,02750740,15523357
f3d2f726-0f80-4e77-9a36-9bcdd585c7d9,ACTA MATERIALIA,1359-6454,1873-2453,13596454,18732453,28583,Acta Materialia,Acta Materialia Inc,13596454,
83902ab5-b423-4a74-a80a-5282d2f6d529,BUILDING AND ENVIRONMENT,0360-1323,1873-684X,03601323,1873684X,26874,Building and Environment,Elsevier B.V.,03601323,
5d93344e-f6e0-413a-bd4b-3383dae740a7,BIOENGINEERING & TRANSLATIONAL MEDICINE,NA,2380-6761,no data,23806761,21100981214,Bioengineering and Translational Medicine,John Wiley and Sons Inc,,23806761
2d4b96f7-74a6-47c6-b785-d8ef748fdf23,BUSINESS & INFORMATION SYSTEMS ENGINEERING,2363-7005,1867-0202,23637005,18670202,14490,Business and Information Systems Engineering,Springer Gabler,23637005,18670202
f9ea31fd-698c-4551-a5a7-74cd4d13c66d,CONTEMPORARY EUROPEAN HISTORY,0960-7773,1469-2171,09607773,14692171,20895,Contemporary European History,Cambridge University Press,09607773,14692171
0fd385f0-9d6f-48eb-9903-0e4dc28601fb,JOURNAL OF BUSINESS RESEARCH,0148-2963,1873-7978,01482963,18737978,20550,Journal of Business Research,Elsevier Inc.,01482963,
8c36a8f4-1b4a-4db6-bc24-cffe0079bc0f,JOURNAL OF CLEANER PRODUCTION,0959-6526,1879-1786,09596526,18791786,19167,Journal of Cleaner Production,Elsevier Ltd,09596526,18791786
5af84455-0710-4675-9809-4d50d2b7bedd,JOURNAL OF CLINICAL ANESTHESIA,0952-8180,1873-4529,09528180,18734529,21910,Journal of Clinical Anesthesia,Elsevier Inc.,09528180,18734529
3fa27471-5eb8-4ce0-aa59-9475b59d2b0e,BIOORGANIC CHEMISTRY,0045-2068,1090-2120,00452068,10902120,25789,Bioorganic Chemistry,Academic Press Inc.,00452068,10902120
712cbc43-f926-4025-acf8-33044834ba08,BJPSYCH OPEN,2056-4724,2056-4724,20564724,20564724,21100894555,BJPsych Open,Cambridge University Press,,20564724
8bb3fbbe-f82b-4466-89d8-86022905ce09,APPLIED HEALTH ECONOMICS AND HEALTH POLICY,1175-5652,1179-1896,11755652,11791896,27516,Applied Health Economics and Health Policy,Springer Nature,11755652,11791896
3bb072b1-44c3-4bda-b683-8e9c6a9eaa00,EXPERIMENTAL EYE RESEARCH,0014-4835,1096-0007,00144835,10960007,13866,Experimental Eye Research,Academic Press,00144835,10960007
3c6d26d2-e50f-4cac-9e79-70fdc049c547,EXPERIMENTAL NEUROLOGY,0014-4886,1090-2430,00144886,10902430,15598,Experimental Neurology,Academic Press Inc.,00144886,10902430
acb582f1-d10c-460d-85da-03092486a1db,EAST EUROPEAN POLITICS AND SOCIETIES,0888-3254,1533-8371,08883254,15338371,16064,East European Politics and Societies,SAGE Publications Inc.,08883254,15338371
b2657ed7-3e38-4acd-a964-79098a152a16,JOURNAL OF CAREER ASSESSMENT,1069-0727,1552-4590,10690727,15524590,15398,Journal of Career Assessment,SAGE Publications Inc.,10690727,15524590
b38ca213-8e60-4d46-8e14-1e51e4b38daf,STEEL RESEARCH INTERNATIONAL,1611-3683,1869-344X,16113683,1869344X,28443,Steel Research International,Wiley-Blackwell,16113683,1869344X
d7c439df-3aec-447c-9def-491f9d5aab8e,TOPICS IN COGNITIVE SCIENCE,1756-8757,1756-8765,17568757,17568765,19900191735,Topics in Cognitive Science,John Wiley and Sons Inc,17568757,17568765
e2c12648-1e65-4f42-87d5-53554f7428d6,XENOTRANSPLANTATION,0908-665X,1399-3089,0908665X,13993089,19303,Xenotransplantation,Wiley-Blackwell Publishing Ltd,0908665X,13993089
f5a59ed3-816b-4c20-9f76-6fa759abee52,TRANSPORT IN POROUS MEDIA,0169-3913,1573-1634,01693913,15731634,21973,Transport in Porous Media,Kluwer Academic Publishers,01693913,15731634
227dc9e2-bcb5-4454-995e-0600b213ee51,CALCIFIED TISSUE INTERNATIONAL,0171-967X,1432-0827,0171967X,14320827,25422,Calcified Tissue International,Springer,0171967X,14320827
ea5ba56f-a45a-479f-ba8f-4bc877d9a9e8,AMERICAN JOURNAL OF HEALTH PROMOTION,0890-1171,2168-6602,08901171,21686602,27620,American Journal of Health Promotion,SAGE Publications Inc.,08901171,21686602
7016e6e4-18b8-4c3e-8562-6026f28c6337,INTERNATIONAL MIGRATION,0020-7985,1468-2435,00207985,14682435,26855,International Migration,Wiley-Blackwell Publishing Ltd,00207985,14682435
615d4835-2b08-4767-bad2-8f1b7649968c,BEHAVIORAL AND BRAIN SCIENCES,0140-525X,1469-1825,0140525X,14691825,12108,Behavioral and Brain Sciences,Cambridge University Press,0140525X,14691825
5756b394-3888-4d70-aa3f-0cbd15fcf7ae,BASIC RESEARCH IN CARDIOLOGY,0300-8428,1435-1803,03008428,14351803,22488,Basic Research in Cardiology,Springer Science and Business Media Deutschland GmbH,03008428,14351803
43d636e8-59ea-4cab-bd0e-c87ca178124e,AMERICAN SOCIOLOGICAL REVIEW,0003-1224,1939-8271,00031224,19398271,16929,American Sociological Review,American Sociological Association,00031224,19398271
ec1671eb-8802-4ccb-9d33-7c1b483a6a43,APPLIED MATERIALS TODAY,2352-9407,2352-9407,23529407,23529407,21100420316,Applied Materials Today,Elsevier Ltd,23529407,23529415
82781d03-9189-497f-b19d-cb20e2e3e1a0,CNS DRUGS,1172-7047,1179-1934,11727047,11791934,20106,CNS Drugs,Adis,11727047,11791934
3e4384cb-9e0a-481d-bb25-227e3e5210cd,INTERNATIONAL JOURNAL OF PHYSICAL DISTRIBUTION & LOGISTICS MANAGEMENT,0960-0035,1758-664X,09600035,1758664X,144922,International Journal of Physical Distribution and Logistics Management,Emerald Publishing,09600035,1758664X
dfe63cd0-e720-4003-8c36-3b22da02092f,JOURNAL OF MARRIAGE AND FAMILY,0022-2445,1741-3737,00222445,17413737,15653,Journal of Marriage and Family,Wiley-Blackwell Publishing Ltd,00222445,17413737
55e2269b-42bd-474a-8a2c-e36ce036d160,JOURNAL OF ZOOLOGY,0952-8369,1469-7998,09528369,14697998,22608,Journal of Zoology,Wiley-Blackwell,09528369,14697998
241573c8-d766-450e-93dc-f8171d0cefa4,LAW AND HUMAN BEHAVIOR,0147-7307,1573-661X,01477307,1573661X,17545,Law and Human Behavior,American Psychological Association,01477307,1573661X
f043242d-c8cd-49d5-9f81-bdfa03c0d64d,EYE & CONTACT LENS-SCIENCE AND CLINICAL PRACTICE,1542-2321,1542-233X,15422321,1542233X,13869,Eye and Contact Lens,Lippincott Williams and Wilkins,15422321,1542233X
fa995b67-f55f-45c3-b300-2c7ef060bdb8,EXPOSITIONES MATHEMATICAE,0723-0869,1878-0792,07230869,18780792,26451,Expositiones Mathematicae,Elsevier GmbH,07230869,
9cbcfbb6-f11e-4e02-8b64-4add03e820c1,GLOBAL NETWORKS-A JOURNAL OF TRANSNATIONAL AFFAIRS,1470-2266,1471-0374,14702266,14710374,14929,Global Networks,Wiley-Blackwell Publishing Ltd,14702266,14710374
3ccd4509-c653-43a0-8ef5-f79d98a308c5,JOURNAL OF OCCUPATIONAL AND ORGANIZATIONAL PSYCHOLOGY,0963-1798,2044-8325,09631798,20448325,30017,Journal of Occupational and Organizational Psychology,Wiley-Blackwell,09631798,20448325
6c7cc0c3-da0d-4940-a621-103bfd21934c,JOURNAL OF NEUROENDOCRINOLOGY,0953-8194,1365-2826,09538194,13652826,16745,Journal of Neuroendocrinology,Wiley-Blackwell Publishing Ltd,09538194,13652826
3d8a872a-ae8f-4496-94db-f9c2d64d2f12,MARINE MAMMAL SCIENCE,0824-0469,1748-7692,08240469,17487692,22663,Marine Mammal Science,Wiley-Blackwell,08240469,17487692
28775985-96d3-495a-bc13-6f52650d3060,ACTA ZOOLOGICA,0001-7272,1463-6395,00017272,14636395,24104,Acta Zoologica,Wiley-Blackwell Publishing Ltd,00017272,14636395
83ccf484-7cc7-489b-9f94-e85758fc62d0,ADVANCES IN CIVIL ENGINEERING,1687-8086,1687-8094,16878086,16878094,19900191852,Advances in Civil Engineering,John Wiley and Sons Ltd,16878086,16878094
d50f7eca-c4d7-4dd8-ad6f-0d5e317d1919,SOCIOLOGY OF HEALTH & ILLNESS,0141-9889,1467-9566,01419889,14679566,18138,Sociology of Health and Illness,John Wiley and Sons Inc,01419889,14679566
20330f12-e441-4e4d-af37-957ae5c07577,AUSTRALIAN JOURNAL OF PUBLIC ADMINISTRATION,0313-6647,1467-8500,03136647,14678500,16511,Australian Journal of Public Administration,Wiley-Blackwell Publishing Ltd,03136647,14678500
3746451b-fd56-435f-b8de-915027e132d3,AUSTRALIAN JOURNAL OF GRAPE AND WINE RESEARCH,1322-7130,1755-0238,13227130,17550238,27050,Australian Journal of Grape and Wine Research,John Wiley and Sons Inc,13227130,17550238
03c56438-edd2-41ed-b42b-bf8d443d2b5b,JOURNAL OF FUTURES MARKETS,0270-7314,1096-9934,02707314,10969934,16509,Journal of Futures Markets,Wiley-Liss Inc.,02707314,10969934
07dbb97b-57b2-44f6-a5c7-9906c101d1ad,JOURNAL OF HUMAN NUTRITION AND DIETETICS,0952-3871,1365-277X,09523871,1365277X,12715,Journal of Human Nutrition and Dietetics,John Wiley and Sons Inc,09523871,1365277X
66941ef9-21a7-42c2-9da2-97180ac39a16,ALGEBRAIC GEOMETRY,2313-1691,2214-2584,23131691,22142584,21100857408,Algebraic Geometry,European Mathematical Society Publishing House,23131691,22142584
26f4c309-73cc-4912-a298-a0a775c62541,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,1433-7851,1521-3773,14337851,15213773,22687,Angewandte Chemie - International Edition,John Wiley and Sons Inc,14337851,15213773
18c6b836-c0af-475f-8809-1dc009e4569b,APPLIED NUMERICAL MATHEMATICS,0168-9274,1873-5460,01689274,18735460,28067,Applied Numerical Mathematics,Elsevier B.V.,01689274,
970c1eaf-97e9-47fe-914f-094502ff7fed,BIOSCIENCE TRENDS,1881-7815,1881-7823,18817815,18817823,19700173162,BioScience Trends,"International Advancement Center for Medicine and Health Research Co., Ltd.",18817815,18817823
5d138672-208f-4253-9e3f-4bc73fad40af,CELL DEATH & DISEASE,2041-4889,2041-4889,20414889,20414889,19700201211,Cell Death and Disease,Springer Nature,,20414889
add2bd60-5b43-4278-ad6b-21b120ad2775,CANCER GENE THERAPY,0929-1903,1476-5500,09291903,14765500,29127,Cancer Gene Therapy,Springer Nature,09291903,14765500
3e8d7376-fd80-45ce-a793-805eafc5d849,CELL CHEMICAL BIOLOGY,2451-9448,2451-9448,24519448,24519448,21100456838,Cell Chemical Biology,Elsevier Ltd,24519456,24519448
54efc334-c4ca-4e3c-8f86-21adf4636e70,JAMA DERMATOLOGY,2168-6068,2168-6084,21686068,21686084,21100228537,JAMA Dermatology,American Medical Association,21686068,21686084
46db8973-437a-4caa-b085-358c556e82a7,IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS,2162-237X,2162-2388,2162237X,21622388,21100235616,IEEE Transactions on Neural Networks and Learning Systems,Institute of Electrical and Electronics Engineers Inc.,2162237X,21622388
61f2962a-5b20-4a2f-8c4d-0c070045687b,JOURNAL OF CLINICAL LIPIDOLOGY,1933-2874,1876-4789,19332874,18764789,5700191208,Journal of Clinical Lipidology,Elsevier Ltd,19332874,18764789
6d74fd38-9bbd-477d-82fa-e856e8c5d866,LANCET DIABETES & ENDOCRINOLOGY,2213-8587,2213-8595,22138587,22138595,21100237403,The Lancet Diabetes and Endocrinology,Elsevier Ltd,22138587,22138595
db7198e1-d4d5-4d9f-8ec2-58e03b94b6df,MOLECULAR BREEDING,1380-3743,1572-9788,13803743,15729788,19357,Molecular Breeding,Springer Science and Business Media B.V.,13803743,15729788
8ed30b6b-558a-4c5f-a275-cf00821dbe63,INTERNATIONAL SOCIOLOGY,0268-5809,1461-7242,02685809,14617242,15532,International Sociology,SAGE Publications Ltd,02685809,14617242
ab37d06f-6618-4ca6-8ccc-c7419ba4ad4d,INTERNATIONAL JOURNAL OF HOUSING POLICY,1949-1247,1949-1255,19491247,19491255,13278,International Journal of Housing Policy,Routledge,19491247,19491255
ac11064d-8cfc-4f33-943f-814db2810c67,INTERNATIONAL JOURNAL OF CLIMATOLOGY,0899-8418,1097-0088,08998418,10970088,13507,International Journal of Climatology,John Wiley and Sons Ltd,08998418,10970088
52815259-8c8e-49ee-a605-05589dc559ad,JOURNAL OF ORTHOPAEDIC RESEARCH,0736-0266,1554-527X,07360266,1554527X,12239,Journal of Orthopaedic Research,Journal of Bone and Joint Surgery Inc.,07360266,1554527X
6ace4a33-5b8b-4eeb-9882-43cf8425b4a7,JOURNAL OF ORAL REHABILITATION,0305-182X,1365-2842,0305182X,13652842,26156,Journal of Oral Rehabilitation,John Wiley and Sons Inc,0305182X,13652842
